,,lat.,lon.
2014/8/21,11:48:57,31.72133334,131.5856
2014/8/21,11:49:25,31.72000003,131.5851
2014/8/21,11:49:57,31.71866664,131.5845833
2014/8/21,11:50:26,31.71735001,131.5841
2014/8/21,11:50:54,31.71646664,131.5837834
2014/8/21,11:51:27,31.71468331,131.5832167
2014/8/21,11:51:55,31.71335,131.5827334
2014/8/21,11:52:28,31.71201669,131.5822667
2014/8/21,11:52:56,31.71068329,131.5817834
2014/8/21,11:53:24,31.70980001,131.5814167
2014/8/21,11:53:57,31.70799999,131.5808334
2014/8/21,11:54:25,31.70666669,131.58035
2014/8/21,11:54:57,31.70533329,131.5798333
2014/8/21,11:55:26,31.70399998,131.5793834
2014/8/21,11:55:54,31.70310002,131.5790333
2014/8/21,11:56:27,31.70133336,131.5783334
2014/8/21,11:56:55,31.69999997,131.5778667
2014/8/21,11:57:28,31.69866666,131.5774166
2014/8/21,11:57:56,31.69733335,131.5769333
2014/8/21,11:58:25,31.69601664,131.57645
2014/8/21,11:58:57,31.69470001,131.57595
2014/8/21,11:59:26,31.6933833,131.5754834
2014/8/21,11:59:54,31.69250001,131.5751333
2014/8/21,12:00:26,31.69075004,131.5745
2014/8/21,12:00:55,31.68943333,131.574
2014/8/21,12:01:27,31.6881167,131.5735167
2014/8/21,12:01:56,31.68681666,131.573
2014/8/21,12:02:24,31.68594997,131.5727
2014/8/21,12:02:56,31.68418332,131.57205
2014/8/21,12:03:24,31.68330004,131.5717667
2014/8/21,12:03:57,31.6815333,131.5711333
2014/8/21,12:04:25,31.68019999,131.5706333
2014/8/21,12:04:57,31.67888336,131.5701833
2014/8/21,12:05:26,31.67754997,131.5697167
2014/8/21,12:05:54,31.67670004,131.56935
2014/8/21,12:06:26,31.67494998,131.5687333
2014/8/21,12:06:55,31.67363335,131.5682667
2014/8/21,12:07:27,31.67233332,131.5678
2014/8/21,12:07:55,31.67104997,131.5673167
2014/8/21,12:08:28,31.66975002,131.5668166
